bar,beat,note,chord,replaced,original_value
1,1,41,Eb7,False,
1,2,44,Eb7,True,43
1,3,44,Eb7,False,
1,4,35,Eb7,True,45
2,1,45,Ab7,False,
2,2,47,Ab7,False,
2,3,48,Ab7,False,
2,4,48,Ab7,False,
3,1,48,Eb7,False,
3,2,50,Eb7,False,
3,3,36,Eb7,True,51
3,4,47,Eb7,True,45
4,1,44,Eb7,False,
4,2,44,Eb7,False,
4,3,44,Eb7,False,
4,4,44,Eb7,False,
5,1,43,Ab7,False,
5,2,43,Ab7,False,
5,3,43,Ab7,False,
5,4,43,Ab7,False,
6,1,46,Ab7,True,41
6,2,41,Ab7,False,
6,3,40,Ab7,False,
6,4,38,Ab7,False,
7,1,38,Eb7,False,
7,2,46,Eb7,True,41
7,3,41,Eb7,False,
7,4,50,Eb7,True,42
8,1,43,Eb7,False,
8,2,47,Eb7,False,
8,3,50,Eb7,False,
8,4,44,Eb7,False,
9,1,43,F-7,False,
9,2,50,F-7,False,
9,3,40,F-7,True,47
9,4,42,F-7,True,47
10,1,37,Bb7,True,45
10,2,43,Bb7,False,
10,3,36,Bb7,True,41
10,4,41,Bb7,False,
11,1,42,Eb7,False,
11,2,42,Eb7,False,
11,3,43,Eb7,False,
11,4,50,Eb7,False,
12,1,48,Bb7,False,
12,2,50,Bb7,False,
12,3,46,Bb7,True,51
12,4,50,Bb7,False,
13,1,34,Eb7,False,
13,2,34,Eb7,False,
13,3,51,Eb7,False,
13,4,50,Eb7,False,
14,1,34,Ab7,True,49
14,2,41,Ab7,False,
14,3,51,Ab7,False,
14,4,42,Ab7,False,
15,1,51,Eb7,True,41
15,2,45,Eb7,False,
15,3,36,Eb7,True,34
15,4,40,Eb7,False,
16,1,41,Eb7,False,
16,2,43,Eb7,False,
16,3,44,Eb7,False,
16,4,44,Eb7,False,
17,1,42,Ab7,False,
17,2,41,Ab7,False,
17,3,41,Ab7,False,
17,4,38,Ab7,False,
18,1,43,Ab7,False,
18,2,40,Ab7,False,
18,3,45,Ab7,True,44
