bar,beat,note,chord,replaced,original_value
1,1,48,F-7,False,
1,2,37,F-7,True,50
1,3,51,F-7,False,
1,4,48,F-7,False,
2,1,41,Bb-7,False,
2,2,37,Bb-7,True,41
2,3,42,Bb-7,True,48
2,4,39,Bb-7,True,47
3,1,43,Eb7,True,34
3,2,41,Eb7,True,44
3,3,43,Eb7,False,
3,4,51,Eb7,True,40
4,1,51,Abj7,False,
4,2,43,Abj7,False,
4,3,48,Abj7,False,
4,4,44,Abj7,False,
5,1,44,Dbj7,False,
5,2,41,Dbj7,True,48
5,3,51,Dbj7,False,
5,4,44,Dbj7,False,
6,1,44,G7,False,
6,2,50,G7,False,
6,3,47,G7,True,42
6,4,45,G7,False,
7,1,43,Cj7,False,
7,2,47,Cj7,False,
7,3,51,Cj7,False,
7,4,51,Cj7,False,
8,1,50,Cj7,False,
8,2,47,Cj7,False,
8,3,47,Cj7,False,
8,4,39,Cj7,True,50
9,1,43,C-7,False,
9,2,45,C-7,False,
9,3,40,C-7,True,45
9,4,47,C-7,False,
10,1,47,F-7,False,
10,2,44,F-7,True,50
10,3,51,F-7,False,
10,4,48,F-7,False,
11,1,41,Bb7,False,
11,2,51,Bb7,False,
11,3,47,Bb7,False,
11,4,41,Bb7,False,
12,1,34,Ebj7,False,
12,2,49,Ebj7,True,50
12,3,43,Ebj7,True,52
12,4,34,Ebj7,False,
13,1,49,Abj7,True,51
13,2,43,Abj7,False,
13,3,34,Abj7,False,
13,4,51,Abj7,False,
14,1,52,A-7,False,
14,2,42,A-7,True,50
14,3,49,D7,False,
14,4,44,D7,False,
15,1,50,Gj7,False,
15,2,42,Gj7,False,
15,3,44,Gj7,False,
15,4,50,Gj7,True,47
16,1,49,Gj7,False,
16,2,50,Gj7,False,
16,3,50,Gj7,False,
16,4,42,Gj7,True,50
17,1,52,A-7,False,
17,2,52,A-7,False,
17,3,38,A-7,True,41
17,4,34,A-7,False,
18,1,45,D79#,False,
18,2,47,D79#,False,
18,3,48,D79#,False,
18,4,52,D79#,False,
19,1,50,Gj7,False,
19,2,50,Gj7,False,
19,3,50,Gj7,False,
19,4,43,Gj7,False,
20,1,42,Gj7,False,
20,2,45,Gj7,False,
20,3,51,Gj7,False,
20,4,50,Gj7,False,
21,1,49,F#-7,False,
21,2,52,F#-7,False,
21,3,44,F#-7,False,
21,4,37,F#-7,False,
22,1,42,B7,False,
22,2,49,B7,False,
22,3,48,B7,False,
22,4,42,B7,False,
23,1,47,Ej7,False,
23,2,42,Ej7,True,42
23,3,44,Ej7,False,
23,4,49,Ej7,True,42
24,1,43,C+7,False,
24,2,51,C+7,False,
24,3,47,C+7,False,
24,4,49,C+7,True,43
25,1,48,F-7,False,
25,2,46,F-7,True,50
25,3,41,F-7,True,51
25,4,48,F-7,False,
26,1,41,Bb-7,False,
26,2,44,Bb-7,False,
26,3,43,Bb-7,False,
26,4,50,Bb-7,False,
27,1,50,Eb7,False,
27,2,38,Eb7,True,38
27,3,50,Eb7,False,
27,4,43,Eb7,True,44
28,1,43,Abj7,False,
28,2,50,Abj7,False,
28,3,51,Abj7,False,
28,4,45,Abj7,False,
29,1,44,Dbj7,False,
29,2,48,Dbj7,False,
29,3,51,Dbj7,False,
29,4,44,Dbj7,False,
30,1,48,Db-7,False,
30,2,41,Db-7,True,37
30,3,47,Db-7,True,37
30,4,50,Db-7,False,
31,1,50,C-7,False,
31,2,51,C-7,False,
31,3,41,C-7,False,
31,4,41,C-7,False,
32,1,43,Bo,False,
32,2,49,Bo,True,43
32,3,48,Bo,False,
32,4,39,Bo,True,40
33,1,52,Bb-7,True,41
33,2,48,Bb-7,False,
33,3,37,Bb-7,False,
33,4,51,Bb-7,False,
34,1,50,Eb7,False,
34,2,50,Eb7,False,
34,3,47,Eb7,False,
34,4,41,Eb7,True,40
35,1,51,Abj7,False,
35,2,43,Abj7,False,
35,3,44,Abj7,False,
35,4,43,Abj7,True,44
36,1,45,G7,False,
36,2,51,G7,False,
36,3,50,C7,False,
36,4,47,C7,False,
37,1,47,F-7,False,
37,2,40,F-7,False,
37,3,45,F-7,False,
37,4,47,F-7,False,
