bar,beat,note,chord,replaced,original_value
1,1,44,NC,False,
1,2,45,NC,True,43
1,3,43,NC,False,
1,4,43,NC,False,
2,1,42,NC,False,
2,2,47,NC,True,42
2,3,43,NC,True,43
2,4,47,NC,True,43
3,1,43,NC,False,
3,2,44,NC,False,
3,3,45,NC,True,44
3,4,43,NC,False,
4,1,33,NC,False,
4,2,43,NC,True,45
4,3,42,NC,False,
4,4,46,NC,True,42
5,1,47,NC,False,
5,2,47,NC,True,50
5,3,42,NC,True,47
5,4,49,NC,False,
6,1,43,NC,True,44
6,2,46,NC,True,43
6,3,42,NC,False,
6,4,52,NC,False,
7,1,51,NC,False,
7,2,50,NC,False,
7,3,43,NC,False,
7,4,47,NC,True,43
8,1,35,NC,False,
8,2,47,NC,False,
8,3,47,NC,True,37
8,4,42,NC,True,37
9,1,38,NC,False,
9,2,38,NC,False,
9,3,45,NC,True,43
9,4,43,NC,True,44
10,1,43,NC,True,50
10,2,50,NC,False,
10,3,45,NC,False,
10,4,44,NC,False,
11,1,43,NC,False,
11,2,43,NC,False,
11,3,44,NC,True,37
11,4,44,NC,True,44
12,1,43,NC,False,
12,2,42,NC,True,48
12,3,44,NC,True,43
12,4,42,NC,True,43
13,1,44,NC,True,42
13,2,44,NC,True,43
13,3,46,NC,True,44
13,4,43,NC,False,
14,1,45,NC,False,
14,2,41,NC,True,42
14,3,43,NC,True,43
14,4,44,NC,False,
15,1,43,NC,False,
15,2,49,NC,False,
15,3,46,NC,True,42
15,4,46,NC,True,49
16,1,43,NC,False,
16,2,44,NC,True,49
16,3,47,NC,False,
16,4,42,NC,False,
17,1,44,NC,True,51
17,2,46,NC,True,42
17,3,45,NC,False,
17,4,41,NC,True,45
18,1,45,NC,True,43
18,2,50,NC,False,
18,3,41,NC,True,43
18,4,43,NC,False,
19,1,45,NC,True,35
19,2,47,NC,False,
19,3,44,NC,True,43
19,4,41,NC,True,38
20,1,44,NC,True,38
20,2,38,NC,False,
20,3,42,NC,True,45
20,4,42,NC,True,45
21,1,50,NC,False,
21,2,43,NC,False,
21,3,45,NC,True,43
21,4,43,NC,True,44
22,1,51,NC,False,
22,2,45,NC,True,43
22,3,44,NC,True,50
22,4,44,NC,True,43
23,1,43,NC,False,
23,2,43,NC,False,
23,3,50,NC,False,
23,4,44,NC,False,
24,1,43,NC,True,43
24,2,50,NC,False,
24,3,41,NC,True,43
24,4,44,NC,True,41
25,1,46,NC,True,50
25,2,50,NC,False,
25,3,43,NC,True,43
25,4,43,NC,False,
26,1,48,NC,False,
26,2,43,NC,False,
26,3,47,NC,True,42
26,4,43,NC,False,
27,1,42,NC,True,43
27,2,47,NC,True,50
27,3,44,NC,True,43
27,4,43,NC,False,
28,1,44,NC,True,44
28,2,43,NC,True,45
28,3,50,NC,False,
28,4,41,NC,True,43
29,1,41,NC,True,43
29,2,43,NC,False,
29,3,43,NC,False,
29,4,42,NC,False,
30,1,45,NC,True,43
30,2,44,NC,True,43
30,3,43,NC,False,
30,4,47,NC,True,43
31,1,43,NC,False,
31,2,43,NC,False,
31,3,41,NC,True,43
31,4,43,NC,False,
32,1,47,NC,True,43
32,2,43,NC,False,
32,3,43,NC,True,43
32,4,50,NC,False,
33,1,44,NC,False,
33,2,41,NC,True,44
33,3,49,NC,False,
33,4,43,NC,False,
34,1,48,NC,False,
34,2,45,NC,True,43
34,3,42,NC,True,44
34,4,41,NC,True,43
35,1,45,NC,True,43
35,2,50,NC,False,
35,3,45,NC,True,45
35,4,43,NC,False,
36,1,51,NC,False,
36,2,44,NC,True,45
36,3,50,NC,False,
36,4,44,NC,False,
37,1,45,NC,True,35
37,2,46,NC,True,35
37,3,44,NC,False,
37,4,43,NC,False,
38,1,42,NC,True,37
38,2,43,NC,False,
38,3,38,NC,False,
38,4,40,NC,False,
39,1,46,NC,True,50
39,2,50,NC,False,
39,3,44,NC,False,
39,4,43,NC,False,
40,1,44,NC,True,49
40,2,44,NC,True,50
40,3,45,NC,True,49
40,4,48,NC,False,
41,1,40,NC,False,
41,2,47,NC,True,42
41,3,47,NC,True,43
41,4,41,NC,True,44
42,1,44,NC,False,
42,2,44,NC,False,
42,3,47,NC,False,
42,4,43,NC,True,43
43,1,43,NC,False,
43,2,44,NC,True,47
43,3,48,NC,False,
43,4,43,NC,False,
44,1,47,NC,True,43
44,2,43,NC,True,43
44,3,46,NC,True,43
44,4,47,NC,True,43
45,1,41,NC,True,43
45,2,44,NC,True,44
45,3,47,NC,True,44
45,4,42,NC,True,43
46,1,42,NC,True,43
46,2,44,NC,False,
46,3,46,NC,True,51
46,4,44,NC,False,
47,1,45,NC,True,50
47,2,45,NC,False,
47,3,47,NC,True,42
47,4,47,NC,False,
48,1,42,NC,True,35
48,2,42,NC,True,44
48,3,37,NC,False,
48,4,41,NC,True,44
49,1,44,NC,True,44
49,2,44,NC,False,
49,3,45,NC,True,45
49,4,45,NC,False,
50,1,50,NC,False,
50,2,44,NC,False,
50,3,44,NC,False,
50,4,44,NC,True,43
51,1,42,NC,True,44
51,2,46,NC,True,44
51,3,46,NC,True,44
51,4,42,NC,False,
52,1,42,NC,False,
52,2,44,NC,True,43
52,3,46,NC,True,44
52,4,45,NC,True,44
53,1,34,NC,False,
53,2,46,NC,True,51
53,3,44,NC,True,50
53,4,42,NC,False,
54,1,43,NC,False,
54,2,44,NC,True,43
54,3,45,NC,True,50
54,4,50,NC,False,
55,1,50,NC,False,
55,2,44,NC,False,
55,3,43,NC,False,
55,4,45,NC,True,42
56,1,47,NC,True,43
56,2,41,NC,True,43
56,3,43,NC,False,
56,4,45,NC,True,43
57,1,43,NC,True,44
57,2,44,NC,False,
57,3,43,NC,True,47
57,4,43,NC,False,
58,1,43,NC,False,
58,2,43,NC,False,
58,3,44,NC,False,
58,4,42,NC,True,44
59,1,46,NC,True,50
59,2,44,NC,True,50
59,3,45,NC,False,
59,4,43,NC,False,
60,1,41,NC,True,43
60,2,43,NC,False,
60,3,43,NC,False,
60,4,48,NC,False,
61,1,45,NC,True,43
61,2,43,NC,False,
61,3,43,NC,False,
61,4,47,NC,True,45
62,1,51,NC,False,
62,2,50,NC,False,
62,3,42,NC,False,
62,4,44,NC,True,47
