bar,beat,note,chord,replaced,original_value
1,1,38,G-7,False,
1,2,38,G-7,False,
1,3,50,G-7,False,
1,4,38,G-7,False,
2,1,48,F-7,False,
2,2,48,F-7,False,
2,3,48,F-7,False,
2,4,43,F-7,False,
3,1,34,Ebj7,False,
3,2,34,Ebj7,False,
3,3,50,Ebj7,False,
3,4,34,Ebj7,False,
4,1,40,A79b13,False,
4,2,40,A79b13,False,
4,3,47,A79b13,False,
4,4,40,A79b13,False,
5,1,38,Gbj7,False,
5,2,37,Gbj7,False,
5,3,49,Gbj7,False,
5,4,38,Gbj7,False,
6,1,48,Fsus79,False,
6,2,48,Fsus79,False,
6,3,48,Fsus79,False,
6,4,47,Fsus79,False,
7,1,34,Eb-7,False,
7,2,34,Eb-7,False,
7,3,34,Eb-7,False,
7,4,44,Eb-7,False,
8,1,41,Bbsus79,False,
8,2,41,Bbsus79,False,
8,3,41,Bbsus79,False,
8,4,41,Bbsus79,False,
9,1,41,Bb7,False,
9,2,37,Bb7,False,
9,3,41,Bb7,False,
9,4,41,Bb7,False,
10,1,34,Ebj7,False,
10,2,33,Ebj7,False,
10,3,34,Ebj7,False,
10,4,50,Ebj7,False,
11,1,34,Ej7/D#,False,
11,2,34,Ej7/D#,False,
11,3,34,Ej7/D#,False,
11,4,34,Ej7/D#,False,
12,1,34,Ebj7911#,False,
12,2,34,Ebj7911#,False,
12,3,34,Ebj7911#,False,
12,4,34,Ebj7911#,False,
13,1,47,Ej7911#,False,
13,2,47,Ej7911#,False,
13,3,47,Ej7911#,False,
13,4,47,Ej7911#,False,
14,1,42,Bj7,False,
14,2,42,Bj7,False,
14,3,42,Bj7,False,
14,4,42,Bj7,False,
15,1,41,Bbsus79,False,
15,2,47,Bbsus79,False,
15,3,41,Bbsus79,False,
15,4,47,Bbsus79,False,
16,1,51,Ab-7,False,
16,2,39,Ab-7,False,
16,3,51,Ab-7,False,
16,4,39,Ab-7,False,
17,1,34,Ebsus79,False,
17,2,37,Ebsus79,False,
17,3,34,Ebsus79,False,
17,4,41,Ebsus79,False,
18,1,45,D+79#,False,
18,2,45,D+79#,False,
18,3,45,D+79#,False,
18,4,45,D+79#,False,
19,1,42,G-7,False,
19,2,42,G-7,False,
19,3,50,G-7,False,
19,4,47,G-7,False,
20,1,48,F-7,False,
20,2,42,F-7,False,
20,3,48,F-7,False,
20,4,43,F-7,False,
21,1,34,Ebj7,False,
21,2,50,Ebj7,False,
21,3,34,Ebj7,False,
21,4,34,Ebj7,False,
22,1,40,A79b13,False,
22,2,40,A79b13,False,
22,3,40,A79b13,False,
22,4,40,A79b13,False,
23,1,37,Gbj7,False,
23,2,37,Gbj7,False,
23,3,44,Gbj7,False,
23,4,44,Gbj7,False,
24,1,48,Fsus79,False,
24,2,48,Fsus79,False,
24,3,48,Fsus79,False,
24,4,48,Fsus79,False,
25,1,34,Eb-7,False,
25,2,34,Eb-7,False,
25,3,34,Eb-7,False,
25,4,34,Eb-7,False,
26,1,41,Bbsus79,False,
26,2,41,Bbsus79,False,
26,3,41,Bbsus79,False,
26,4,41,Bbsus79,False,
27,1,41,Bbsus79,False,
27,2,41,Bbsus79,False,
27,3,41,Bbsus79,False,
27,4,45,Bbsus79,False,
28,1,38,G-7,False,
28,2,38,G-7,False,
28,3,38,G-7,False,
28,4,50,G-7,False,
29,1,48,F-7,False,
29,2,48,F-7,False,
29,3,48,F-7,False,
29,4,48,F-7,False,
