bar,beat,note,chord,replaced,original_value
1,1,42,Dm7b5,False,
1,2,44,NC,False,
1,3,48,NC,False,
1,4,51,NC,False,
2,1,42,G+7,False,
2,2,50,G+7,False,
2,3,45,G+7,False,
2,4,43,G+7,False,
3,1,43,Abj7,False,
3,2,50,Abj7,False,
3,3,50,Gbj7,False,
3,4,48,Gbj7,False,
4,1,47,E-7,False,
4,2,47,E-7,False,
4,3,40,A7,False,
4,4,50,A7,False,
5,1,48,F-7,False,
5,2,51,F-7,False,
5,3,37,Bb7,False,
5,4,35,Bb7,True,42
6,1,47,Ebj7,False,
6,2,47,Ebj7,False,
6,3,45,Dm7b5,False,
6,4,44,G7,False,
7,1,43,C-7,False,
7,2,47,C-7,False,
7,3,50,C-7/Bb,False,
7,4,42,C-7/Bb,False,
8,1,40,Ab-7,False,
8,2,38,Ab-7,False,
8,3,37,Db7,False,
8,4,37,Db7,False,
9,1,50,G+7,False,
9,2,37,G+7,False,
9,3,45,Gb7,False,
9,4,49,Gb7,False,
10,1,48,F7,False,
10,2,38,F7,False,
10,3,42,F7,False,
10,4,42,F7,False,
11,1,47,Ej7,False,
11,2,45,Ej7,False,
11,3,45,Ej7,False,
11,4,44,Ej7,False,
12,1,44,F-7,False,
12,2,47,F-7,False,
12,3,49,Bb+7,False,
12,4,38,Bb+7,False,
13,1,52,Ebj7,False,
13,2,50,Ebj7,False,
13,3,41,Ebj7,False,
13,4,34,Ebj7,False,
14,1,45,Dm7b5,False,
14,2,51,Dm7b5,False,
14,3,45,G+7,False,
14,4,50,G+7,False,
15,1,37,Dm7b5,False,
15,2,45,Dm7b5,False,
15,3,45,Dm7b5,False,
15,4,45,Dm7b5,False,
16,1,45,G+7,False,
16,2,45,G+7,False,
16,3,45,G+7,False,
16,4,45,G+7,False,
17,1,45,Abj7,False,
17,2,45,Abj7,False,
17,3,37,Gbj7,False,
17,4,43,Gbj7,False,
18,1,38,E-7,False,
18,2,47,E-7,False,
18,3,47,A7,False,
18,4,37,A7,False,
19,1,48,F-7,False,
19,2,51,F-7,False,
19,3,50,Bb7,False,
19,4,42,Bb7,False,
20,1,44,Ebj7,False,
20,2,44,Ebj7,False,
20,3,37,Dm7b5,False,
20,4,51,G7,False,
21,1,50,C-7,False,
21,2,43,C-7,False,
21,3,50,C-7/Bb,False,
21,4,45,C-7/Bb,False,
22,1,51,Ab-7,False,
22,2,45,Ab-7,False,
22,3,44,Db7,False,
22,4,50,Db7,False,
23,1,50,G+7,False,
23,2,50,G+7,False,
23,3,49,Gb7,False,
23,4,49,Gb7,False,
24,1,48,F7,False,
24,2,37,F7,False,
24,3,37,F7,False,
24,4,47,F7,False,
25,1,47,Ej7,False,
25,2,47,Ej7,False,
25,3,47,Ej7,False,
25,4,47,Ej7,False,
26,1,42,F-7,False,
26,2,37,F-7,False,
26,3,38,Bb+7,False,
26,4,50,Bb+7,False,
27,1,37,Ebj7,False,
27,2,50,Ebj7,False,
27,3,50,Ebj7,False,
27,4,47,Ebj7,False,
28,1,45,Dm7b5,False,
28,2,51,Dm7b5,False,
28,3,45,G+7,False,
28,4,50,G+7,False,
29,1,51,Dm7b5,False,
29,2,45,Dm7b5,False,
29,3,51,Dm7b5,False,
29,4,45,Dm7b5,False,
30,1,45,G+7,False,
30,2,45,G+7,False,
30,3,45,G+7,False,
30,4,50,G+7,False,
31,1,51,Abj7,False,
31,2,48,Abj7,False,
31,3,49,Gbj7,False,
31,4,43,Gbj7,False,
32,1,37,E-7,False,
32,2,42,E-7,False,
32,3,47,A7,False,
32,4,37,A7,False,
33,1,42,F-7,False,
33,2,37,F-7,False,
33,3,38,Bb7,False,
33,4,50,Bb7,False,
34,1,50,Ebj7,False,
34,2,50,Ebj7,False,
34,3,50,Dm7b5,False,
34,4,45,G7,False,
35,1,43,C-7,False,
35,2,42,C-7,False,
35,3,50,C-7/Bb,False,
35,4,50,C-7/Bb,False,
36,1,51,Ab-7,False,
36,2,42,Ab-7,False,
36,3,43,Db7,False,
36,4,44,Db7,False,
37,1,50,G+7,False,
37,2,37,G+7,False,
37,3,49,Gb7,False,
37,4,50,Gb7,False,
38,1,48,F7,False,
38,2,43,F7,False,
38,3,44,F7,False,
38,4,42,F7,False,
39,1,47,Ej7,False,
39,2,43,Ej7,False,
39,3,44,Ej7,False,
39,4,37,Ej7,False,
40,1,48,F-7,False,
40,2,37,F-7,False,
40,3,50,Bb+7,False,
40,4,44,Bb+7,False,
41,1,37,Ebj7,False,
41,2,50,Ebj7,False,
41,3,50,Ebj7,False,
41,4,34,Ebj7,False,
42,1,45,Dm7b5,False,
42,2,45,Dm7b5,False,
42,3,50,G+7,False,
42,4,47,G+7,False,
43,1,48,Dm7b5,False,
43,2,38,Dm7b5,False,
43,3,43,Dm7b5,False,
43,4,45,Dm7b5,False,
44,1,48,G+7,False,
44,2,42,G+7,False,
44,3,50,G+7,False,
44,4,50,G+7,False,
45,1,38,Abj7,False,
45,2,43,Abj7,False,
45,3,49,Gbj7,False,
45,4,47,Gbj7,False,
46,1,47,E-7,False,
46,2,42,E-7,False,
46,3,40,A7,False,
46,4,40,A7,False,
47,1,48,F-7,False,
47,2,40,F-7,False,
47,3,50,Bb7,False,
47,4,38,Bb7,False,
48,1,37,Ebj7,False,
48,2,50,Ebj7,False,
48,3,37,Dm7b5,False,
48,4,50,G7,False,
49,1,50,C-7,False,
49,2,50,C-7,False,
49,3,43,C-7/Bb,False,
49,4,43,C-7/Bb,False,
50,1,38,Ab-7,False,
50,2,51,Ab-7,False,
50,3,43,Db7,False,
50,4,44,Db7,False,
51,1,50,G+7,False,
51,2,50,G+7,False,
51,3,50,Gb7,False,
51,4,49,Gb7,False,
52,1,43,F7,False,
52,2,40,F7,False,
52,3,36,F7,True,40
52,4,45,F7,False,
53,1,45,Ej7,False,
53,2,51,Ej7,False,
53,3,51,Ej7,False,
53,4,51,Ej7,False,
54,1,51,F-7,False,
54,2,51,F-7,False,
54,3,48,Bb+7,False,
54,4,50,Bb+7,False,
55,1,34,Ebj7,False,
55,2,42,Ebj7,False,
55,3,50,Ebj7,False,
55,4,47,Ebj7,False,
56,1,45,Dm7b5,False,
56,2,43,Dm7b5,False,
56,3,43,G+7,False,
56,4,50,G+7,False,
57,1,47,Dm7b5,False,
57,2,38,Dm7b5,False,
57,3,44,Dm7b5,False,
57,4,37,Dm7b5,False,
58,1,37,G+7,False,
58,2,37,G+7,False,
58,3,37,G+7,False,
58,4,37,G+7,False,
59,1,47,Abj7,False,
59,2,43,Abj7,False,
59,3,37,Gbj7,False,
59,4,37,Gbj7,False,
60,1,50,E-7,False,
60,2,42,E-7,False,
60,3,42,A7,False,
60,4,37,A7,False,
61,1,37,F-7,False,
61,2,37,F-7,False,
61,3,50,Bb7,False,
61,4,50,Bb7,False,
62,1,42,Ebj7,False,
62,2,44,Ebj7,False,
62,3,37,Dm7b5,False,
62,4,50,G7,False,
63,1,43,C-7,False,
63,2,37,C-7,False,
63,3,37,C-7/Bb,False,
63,4,37,C-7/Bb,False,
64,1,51,Ab-7,False,
64,2,42,Ab-7,False,
64,3,43,Db7,False,
64,4,50,Db7,False,
65,1,50,G+7,False,
65,2,49,G+7,False,
65,3,49,Gb7,False,
65,4,37,Gb7,False,
66,1,38,F7,False,
66,2,48,F7,False,
66,3,40,F7,False,
66,4,47,F7,False,
67,1,47,Ej7,False,
67,2,45,Ej7,False,
67,3,45,Ej7,False,
67,4,45,Ej7,False,
68,1,45,F-7,False,
68,2,45,F-7,False,
68,3,50,Bb+7,False,
68,4,45,Bb+7,False,
69,1,45,Ebj7,False,
69,2,42,Ebj7,False,
69,3,43,Ebj7,False,
69,4,44,Ebj7,False,
70,1,42,Dm7b5,False,
70,2,43,Dm7b5,False,
70,3,42,G+7,False,
70,4,50,G+7,False,
71,1,45,G+7,False,
71,2,44,G+7,False,
71,3,45,G+7,False,
71,4,45,G+7,False,
72,1,51,G+7,False,
72,2,42,G+7,False,
72,3,51,G+7,False,
72,4,37,G+7,False,
